2018-12-11T07:04:56.416+0000 I CONTROL  [main] ***** SERVER RESTARTED *****
2018-12-12T11:11:38.509+0000 I ASIO     [Replication] Failed to connect to 172.17.0.9:27018 - HostUnreachable: Error connecting to 172.17.0.9:27018 :: caused by :: Connection refused
2018-12-12T11:11:38.509+0000 I ASIO     [Replication] Dropping all pooled connections to 172.17.0.9:27018 due to HostUnreachable: Error connecting to 172.17.0.9:27018 :: caused by :: Connection refused
2018-12-12T11:11:38.509+0000 I REPL_HB  [replexec-0] Error in heartbeat (requestId: 39) to 172.17.0.9:27018, response status: HostUnreachable: Error connecting to 172.17.0.9:27018 :: caused by :: Connection refused
2018-12-12T11:11:38.509+0000 I ASIO     [Replication] Connecting to 172.17.0.9:27018
2018-12-12T11:11:38.509+0000 I ASIO     [Replication] Failed to connect to 172.17.0.9:27018 - HostUnreachable: Error connecting to 172.17.0.9:27018 :: caused by :: Connection refused
2018-12-12T11:11:38.509+0000 I ASIO     [Replication] Dropping all pooled connections to 172.17.0.9:27018 due to HostUnreachable: Error connecting to 172.17.0.9:27018 :: caused by :: Connection refused
2018-12-12T11:11:38.509+0000 I REPL_HB  [replexec-2] Error in heartbeat (requestId: 40) to 172.17.0.9:27018, response status: HostUnreachable: Error connecting to 172.17.0.9:27018 :: caused by :: Connection refused
2018-12-12T11:11:38.510+0000 I REPL     [replexec-1] Member 172.17.0.10:27018 is now in state SECONDARY
2018-12-12T11:11:38.517+0000 I NETWORK  [ShardServerCatalogCacheLoader-0] Successfully connected to 172.17.0.10:27018 (1 connections now open to 172.17.0.10:27018 with a 5 second timeout)
2018-12-12T11:11:38.517+0000 W NETWORK  [ShardServerCatalogCacheLoader-0] Unable to reach primary for set rs_shardsvr1
2018-12-12T11:11:39.009+0000 I ASIO     [Replication] Connecting to 172.17.0.9:27018
2018-12-12T11:11:39.009+0000 I ASIO     [Replication] Failed to connect to 172.17.0.9:27018 - HostUnreachable: Error connecting to 172.17.0.9:27018 :: caused by :: Connection refused
2018-12-12T11:11:39.009+0000 I ASIO     [Replication] Dropping all pooled connections to 172.17.0.9:27018 due to HostUnreachable: Error connecting to 172.17.0.9:27018 :: caused by :: Connection refused
2018-12-12T11:11:39.009+0000 I REPL_HB  [replexec-0] Error in heartbeat (requestId: 45) to 172.17.0.9:27018, response status: HostUnreachable: Error connecting to 172.17.0.9:27018 :: caused by :: Connection refused
2018-12-12T11:11:39.009+0000 I ASIO     [Replication] Connecting to 172.17.0.9:27018
2018-12-12T11:11:39.009+0000 I ASIO     [Replication] Failed to connect to 172.17.0.9:27018 - HostUnreachable: Error connecting to 172.17.0.9:27018 :: caused by :: Connection refused
2018-12-12T11:11:39.009+0000 I ASIO     [Replication] Dropping all pooled connections to 172.17.0.9:27018 due to HostUnreachable: Error connecting to 172.17.0.9:27018 :: caused by :: Connection refused
2018-12-12T11:11:39.009+0000 I REPL_HB  [replexec-2] Error in heartbeat (requestId: 46) to 172.17.0.9:27018, response status: HostUnreachable: Error connecting to 172.17.0.9:27018 :: caused by :: Connection refused
2018-12-12T11:11:39.010+0000 I ASIO     [Replication] Connecting to 172.17.0.9:27018
2018-12-12T11:11:39.010+0000 I ASIO     [Replication] Failed to connect to 172.17.0.9:27018 - HostUnreachable: Error connecting to 172.17.0.9:27018 :: caused by :: Connection refused
2018-12-12T11:11:39.010+0000 I ASIO     [Replication] Dropping all pooled connections to 172.17.0.9:27018 due to HostUnreachable: Error connecting to 172.17.0.9:27018 :: caused by :: Connection refused
2018-12-12T11:11:39.010+0000 I REPL_HB  [replexec-2] Error in heartbeat (requestId: 47) to 172.17.0.9:27018, response status: HostUnreachable: Error connecting to 172.17.0.9:27018 :: caused by :: Connection refused
2018-12-12T11:11:39.018+0000 W NETWORK  [ShardServerCatalogCacheLoader-0] Unable to reach primary for set rs_shardsvr1
2018-12-12T11:11:39.510+0000 I ASIO     [Replication] Connecting to 172.17.0.9:27018
2018-12-12T11:11:39.510+0000 I ASIO     [Replication] Failed to connect to 172.17.0.9:27018 - HostUnreachable: Error connecting to 172.17.0.9:27018 :: caused by :: Connection refused
2018-12-12T11:11:39.510+0000 I ASIO     [Replication] Dropping all pooled connections to 172.17.0.9:27018 due to HostUnreachable: Error connecting to 172.17.0.9:27018 :: caused by :: Connection refused
2018-12-12T11:11:39.510+0000 I REPL_HB  [replexec-1] Error in heartbeat (requestId: 49) to 172.17.0.9:27018, response status: HostUnreachable: Error connecting to 172.17.0.9:27018 :: caused by :: Connection refused
2018-12-12T11:11:39.510+0000 I ASIO     [Replication] Connecting to 172.17.0.9:27018
2018-12-12T11:11:39.511+0000 I ASIO     [Replication] Failed to connect to 172.17.0.9:27018 - HostUnreachable: Error connecting to 172.17.0.9:27018 :: caused by :: Connection refused
2018-12-12T11:11:39.511+0000 I ASIO     [Replication] Dropping all pooled connections to 172.17.0.9:27018 due to HostUnreachable: Error connecting to 172.17.0.9:27018 :: caused by :: Connection refused
2018-12-12T11:11:39.511+0000 I REPL_HB  [replexec-1] Error in heartbeat (requestId: 51) to 172.17.0.9:27018, response status: HostUnreachable: Error connecting to 172.17.0.9:27018 :: caused by :: Connection refused
2018-12-12T11:11:39.511+0000 I ASIO     [Replication] Connecting to 172.17.0.9:27018
2018-12-12T11:11:39.511+0000 I ASIO     [Replication] Failed to connect to 172.17.0.9:27018 - HostUnreachable: Error connecting to 172.17.0.9:27018 :: caused by :: Connection refused
2018-12-12T11:11:39.511+0000 I ASIO     [Replication] Dropping all pooled connections to 172.17.0.9:27018 due to HostUnreachable: Error connecting to 172.17.0.9:27018 :: caused by :: Connection refused
2018-12-12T11:11:39.511+0000 I REPL_HB  [replexec-0] Error in heartbeat (requestId: 52) to 172.17.0.9:27018, response status: HostUnreachable: Error connecting to 172.17.0.9:27018 :: caused by :: Connection refused
2018-12-12T11:11:39.519+0000 W NETWORK  [ShardServerCatalogCacheLoader-0] Unable to reach primary for set rs_shardsvr1
2018-12-12T11:11:40.011+0000 I ASIO     [Replication] Connecting to 172.17.0.9:27018
2018-12-12T11:11:40.011+0000 I ASIO     [Replication] Failed to connect to 172.17.0.9:27018 - HostUnreachable: Error connecting to 172.17.0.9:27018 :: caused by :: Connection refused
2018-12-12T11:11:40.011+0000 I ASIO     [Replication] Dropping all pooled connections to 172.17.0.9:27018 due to HostUnreachable: Error connecting to 172.17.0.9:27018 :: caused by :: Connection refused
2018-12-12T11:11:40.011+0000 I REPL_HB  [replexec-1] Error in heartbeat (requestId: 54) to 172.17.0.9:27018, response status: HostUnreachable: Error connecting to 172.17.0.9:27018 :: caused by :: Connection refused
2018-12-12T11:11:40.011+0000 I ASIO     [Replication] Connecting to 172.17.0.9:27018
2018-12-12T11:11:40.012+0000 I ASIO     [Replication] Failed to connect to 172.17.0.9:27018 - HostUnreachable: Error connecting to 172.17.0.9:27018 :: caused by :: Connection refused
2018-12-12T11:11:40.012+0000 I ASIO     [Replication] Dropping all pooled connections to 172.17.0.9:27018 due to HostUnreachable: Error connecting to 172.17.0.9:27018 :: caused by :: Connection refused
2018-12-12T11:11:40.012+0000 I REPL_HB  [replexec-0] Error in heartbeat (requestId: 55) to 172.17.0.9:27018, response status: HostUnreachable: Error connecting to 172.17.0.9:27018 :: caused by :: Connection refused
2018-12-12T11:11:40.012+0000 I ASIO     [Replication] Connecting to 172.17.0.9:27018
2018-12-12T11:11:40.012+0000 I ASIO     [Replication] Failed to connect to 172.17.0.9:27018 - HostUnreachable: Error connecting to 172.17.0.9:27018 :: caused by :: Connection refused
2018-12-12T11:11:40.012+0000 I ASIO     [Replication] Dropping all pooled connections to 172.17.0.9:27018 due to HostUnreachable: Error connecting to 172.17.0.9:27018 :: caused by :: Connection refused
2018-12-12T11:11:40.012+0000 I REPL_HB  [replexec-1] Error in heartbeat (requestId: 56) to 172.17.0.9:27018, response status: HostUnreachable: Error connecting to 172.17.0.9:27018 :: caused by :: Connection refused
2018-12-12T11:11:40.020+0000 W NETWORK  [ShardServerCatalogCacheLoader-0] Unable to reach primary for set rs_shardsvr1
2018-12-12T11:11:40.512+0000 I ASIO     [Replication] Connecting to 172.17.0.9:27018
2018-12-12T11:11:40.512+0000 I ASIO     [Replication] Failed to connect to 172.17.0.9:27018 - HostUnreachable: Error connecting to 172.17.0.9:27018 :: caused by :: Connection refused
2018-12-12T11:11:40.512+0000 I ASIO     [Replication] Dropping all pooled connections to 172.17.0.9:27018 due to HostUnreachable: Error connecting to 172.17.0.9:27018 :: caused by :: Connection refused
2018-12-12T11:11:40.512+0000 I REPL_HB  [replexec-2] Error in heartbeat (requestId: 58) to 172.17.0.9:27018, response status: HostUnreachable: Error connecting to 172.17.0.9:27018 :: caused by :: Connection refused
2018-12-12T11:11:40.512+0000 I ASIO     [Replication] Connecting to 172.17.0.9:27018
2018-12-12T11:11:40.512+0000 I ASIO     [Replication] Failed to connect to 172.17.0.9:27018 - HostUnreachable: Error connecting to 172.17.0.9:27018 :: caused by :: Connection refused
2018-12-12T11:11:40.513+0000 I ASIO     [Replication] Dropping all pooled connections to 172.17.0.9:27018 due to HostUnreachable: Error connecting to 172.17.0.9:27018 :: caused by :: Connection refused
2018-12-12T11:11:40.513+0000 I REPL_HB  [replexec-1] Error in heartbeat (requestId: 59) to 172.17.0.9:27018, response status: HostUnreachable: Error connecting to 172.17.0.9:27018 :: caused by :: Connection refused
2018-12-12T11:11:40.513+0000 I ASIO     [Replication] Connecting to 172.17.0.9:27018
2018-12-12T11:11:40.513+0000 I ASIO     [Replication] Failed to connect to 172.17.0.9:27018 - HostUnreachable: Error connecting to 172.17.0.9:27018 :: caused by :: Connection refused
2018-12-12T11:11:40.513+0000 I ASIO     [Replication] Dropping all pooled connections to 172.17.0.9:27018 due to HostUnreachable: Error connecting to 172.17.0.9:27018 :: caused by :: Connection refused
2018-12-12T11:11:40.513+0000 I REPL_HB  [replexec-0] Error in heartbeat (requestId: 60) to 172.17.0.9:27018, response status: HostUnreachable: Error connecting to 172.17.0.9:27018 :: caused by :: Connection refused
2018-12-12T11:11:40.521+0000 W NETWORK  [ShardServerCatalogCacheLoader-0] Unable to reach primary for set rs_shardsvr1
2018-12-12T11:11:41.013+0000 I ASIO     [Replication] Connecting to 172.17.0.9:27018
2018-12-12T11:11:41.014+0000 I ASIO     [Replication] Failed to connect to 172.17.0.9:27018 - HostUnreachable: Error connecting to 172.17.0.9:27018 :: caused by :: Connection refused
2018-12-12T11:11:41.014+0000 I ASIO     [Replication] Dropping all pooled connections to 172.17.0.9:27018 due to HostUnreachable: Error connecting to 172.17.0.9:27018 :: caused by :: Connection refused
2018-12-12T11:11:41.014+0000 I REPL_HB  [replexec-1] Error in heartbeat (requestId: 62) to 172.17.0.9:27018, response status: HostUnreachable: Error connecting to 172.17.0.9:27018 :: caused by :: Connection refused
2018-12-12T11:11:41.014+0000 I ASIO     [Replication] Connecting to 172.17.0.9:27018
2018-12-12T11:11:41.014+0000 I ASIO     [Replication] Failed to connect to 172.17.0.9:27018 - HostUnreachable: Error connecting to 172.17.0.9:27018 :: caused by :: Connection refused
2018-12-12T11:11:41.014+0000 I ASIO     [Replication] Dropping all pooled connections to 172.17.0.9:27018 due to HostUnreachable: Error connecting to 172.17.0.9:27018 :: caused by :: Connection refused
2018-12-12T11:11:41.014+0000 I REPL_HB  [replexec-0] Error in heartbeat (requestId: 63) to 172.17.0.9:27018, response status: HostUnreachable: Error connecting to 172.17.0.9:27018 :: caused by :: Connection refused
2018-12-12T11:11:41.014+0000 I ASIO     [Replication] Connecting to 172.17.0.9:27018
2018-12-12T11:11:41.014+0000 I ASIO     [Replication] Failed to connect to 172.17.0.9:27018 - HostUnreachable: Error connecting to 172.17.0.9:27018 :: caused by :: Connection refused
2018-12-12T11:11:41.014+0000 I ASIO     [Replication] Dropping all pooled connections to 172.17.0.9:27018 due to HostUnreachable: Error connecting to 172.17.0.9:27018 :: caused by :: Connection refused
2018-12-12T11:11:41.014+0000 I REPL_HB  [replexec-2] Error in heartbeat (requestId: 64) to 172.17.0.9:27018, response status: HostUnreachable: Error connecting to 172.17.0.9:27018 :: caused by :: Connection refused
2018-12-12T11:11:41.022+0000 W NETWORK  [ShardServerCatalogCacheLoader-0] Unable to reach primary for set rs_shardsvr1
2018-12-12T11:11:41.026+0000 I NETWORK  [listener] connection accepted from 172.17.0.12:34042 #15 (4 connections now open)
2018-12-12T11:11:41.026+0000 I NETWORK  [conn15] received client metadata from 172.17.0.12:34042 conn15: { driver: { name: "MongoDB Internal Client", version: "4.0.4" }, os: { type: "Linux", name: "Ubuntu", architecture: "x86_64", version: "16.04" } }
2018-12-12T11:11:41.031+0000 I NETWORK  [listener] connection accepted from 172.17.0.8:42984 #16 (5 connections now open)
2018-12-12T11:11:41.032+0000 I NETWORK  [conn16] received client metadata from 172.17.0.8:42984 conn16: { driver: { name: "MongoDB Internal Client", version: "4.0.4" }, os: { type: "Linux", name: "Ubuntu", architecture: "x86_64", version: "16.04" } }
2018-12-12T11:11:41.041+0000 I ACCESS   [conn15] Successfully authenticated as principal __system on local
2018-12-12T11:11:41.046+0000 I ACCESS   [conn16] Successfully authenticated as principal __system on local
2018-12-12T11:11:41.050+0000 I NETWORK  [listener] connection accepted from 172.17.0.9:58902 #17 (6 connections now open)
2018-12-12T11:11:41.050+0000 I NETWORK  [conn17] received client metadata from 172.17.0.9:58902 conn17: { driver: { name: "MongoDB Internal Client", version: "4.0.4" }, os: { type: "Linux", name: "Ubuntu", architecture: "x86_64", version: "16.04" } }
2018-12-12T11:11:41.064+0000 I ACCESS   [conn17] Successfully authenticated as principal __system on local
2018-12-12T11:11:41.514+0000 I ASIO     [Replication] Connecting to 172.17.0.9:27018
2018-12-12T11:11:41.514+0000 I ASIO     [Replication] Failed to connect to 172.17.0.9:27018 - HostUnreachable: Error connecting to 172.17.0.9:27018 :: caused by :: Connection refused
2018-12-12T11:11:41.514+0000 I ASIO     [Replication] Dropping all pooled connections to 172.17.0.9:27018 due to HostUnreachable: Error connecting to 172.17.0.9:27018 :: caused by :: Connection refused
2018-12-12T11:11:41.514+0000 I REPL_HB  [replexec-0] Error in heartbeat (requestId: 66) to 172.17.0.9:27018, response status: HostUnreachable: Error connecting to 172.17.0.9:27018 :: caused by :: Connection refused
2018-12-12T11:11:41.514+0000 I ASIO     [Replication] Connecting to 172.17.0.9:27018
2018-12-12T11:11:41.514+0000 I ASIO     [Replication] Failed to connect to 172.17.0.9:27018 - HostUnreachable: Error connecting to 172.17.0.9:27018 :: caused by :: Connection refused
2018-12-12T11:11:41.514+0000 I ASIO     [Replication] Dropping all pooled connections to 172.17.0.9:27018 due to HostUnreachable: Error connecting to 172.17.0.9:27018 :: caused by :: Connection refused
2018-12-12T11:11:41.515+0000 I REPL_HB  [replexec-2] Error in heartbeat (requestId: 67) to 172.17.0.9:27018, response status: HostUnreachable: Error connecting to 172.17.0.9:27018 :: caused by :: Connection refused
2018-12-12T11:11:41.515+0000 I ASIO     [Replication] Connecting to 172.17.0.9:27018
2018-12-12T11:11:41.515+0000 I ASIO     [Replication] Failed to connect to 172.17.0.9:27018 - HostUnreachable: Error connecting to 172.17.0.9:27018 :: caused by :: Connection refused
2018-12-12T11:11:41.515+0000 I ASIO     [Replication] Dropping all pooled connections to 172.17.0.9:27018 due to HostUnreachable: Error connecting to 172.17.0.9:27018 :: caused by :: Connection refused
2018-12-12T11:11:41.515+0000 I REPL_HB  [replexec-0] Error in heartbeat (requestId: 68) to 172.17.0.9:27018, response status: HostUnreachable: Error connecting to 172.17.0.9:27018 :: caused by :: Connection refused
2018-12-12T11:11:41.523+0000 W NETWORK  [ShardServerCatalogCacheLoader-0] Unable to reach primary for set rs_shardsvr1
2018-12-12T11:11:41.986+0000 I NETWORK  [listener] connection accepted from 172.17.0.9:58956 #18 (7 connections now open)
2018-12-12T11:11:41.987+0000 I ACCESS   [conn18] Successfully authenticated as principal __system on local
2018-12-12T11:11:41.989+0000 I NETWORK  [conn18] end connection 172.17.0.9:58956 (6 connections now open)
